,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,native-country_cat,Education_is_high,middle_age_man,is_US,working_less_or_more_4,working_vs_ocuppation_test,husband_wife,occupation_2,y_new_pred
324,37,Local-gov,144322,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,5,11,1,6,2,0,1,False,0,True,3,0,0,0,0
325,26,Private,395206,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,1,6,1,11,2,0,1,False,0,True,1,0,0,0,0
326,24,Local-gov,229005,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,5,6,1,6,2,1,1,False,0,True,1,0,0,0,0
327,43,Private,168412,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,44,Poland,1,0,0,4,4,0,4,False,0,False,3,0,0,0,0
328,46,Local-gov,354962,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,5,0,0,7,0,1,1,False,0,True,1,0,1,0,0
329,18,Private,294263,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,9,United-States,1,0,1,4,2,0,1,False,0,True,0,0,0,0,0
330,55,Self-emp-not-inc,396878,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,25,United-States,0,6,0,5,0,1,1,False,0,True,0,0,1,0,0
331,23,Private,208908,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,1,3,1,10,2,0,1,False,0,True,0,0,0,0,0
332,52,Local-gov,48413,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,5,0,0,10,0,0,1,False,0,True,1,0,1,0,0
333,25,Private,104662,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,22,United-States,1,0,1,10,3,0,1,False,0,True,0,0,0,0,0
334,20,Private,159297,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,15,United-States,1,6,1,6,1,4,1,False,0,True,0,0,0,0,0
335,25,Private,199545,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,1,0,1,4,2,0,1,False,0,True,1,0,0,0,0
336,25,Private,67222,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,1,6,1,7,2,4,14,False,0,False,1,0,0,0,0
337,39,Self-emp-not-inc,113749,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,13,0,0,0,0,1,False,0,True,1,0,1,0,0
338,40,Private,197919,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,1,1,2,4,3,0,1,False,0,True,1,0,0,0,0
339,62,Self-emp-not-inc,166894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,0,0,0,0,0,1,False,0,True,3,3,1,0,0
340,21,Private,256504,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,1,0,1,10,2,0,1,False,0,True,1,0,0,0,0
341,43,Self-emp-not-inc,350387,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,0,0,0,0,0,1,False,0,True,3,3,1,0,0
342,49,Private,348751,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,8,0,7,0,0,1,False,0,True,1,0,1,0,0
343,36,Private,178487,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1669,40,United-States,1,0,1,11,2,0,1,False,0,True,1,0,0,0,0
344,33,Local-gov,255058,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,2339,40,United-States,5,3,2,3,1,0,1,False,0,True,1,0,0,0,0
345,62,Private,104849,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,China,1,5,0,6,0,4,15,True,0,False,1,0,1,0,0
346,24,Self-emp-not-inc,161508,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0,0,1,0,1,0,1,False,0,True,3,3,0,0,0
347,22,Private,117210,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Greece,1,6,1,6,1,0,16,False,0,False,0,0,0,0,0
348,45,Private,175625,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,1,0,4,6,3,0,1,False,0,True,1,0,0,0,0
349,55,Self-emp-not-inc,271795,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0,0,10,0,0,1,False,0,True,1,0,1,0,0
350,50,Private,69345,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,44,United-States,1,0,0,7,0,0,1,False,0,True,3,0,1,0,0
351,25,Private,177499,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,1590,35,United-States,1,3,1,0,1,0,1,False,0,True,1,0,0,0,0
352,21,Private,57711,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,1,0,1,10,2,0,1,False,0,True,0,0,0,0,0
353,28,Self-emp-not-inc,175406,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,0,5,0,5,5,0,1,True,0,True,0,0,1,0,0
354,32,Local-gov,87310,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States,5,0,0,10,0,0,1,False,0,True,1,0,1,0,0
355,42,Self-emp-inc,377018,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2,12,0,5,0,0,1,False,0,True,1,0,1,0,0
356,49,Private,230796,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,1,0,2,10,2,0,1,False,0,True,1,0,0,0,0
357,62,Private,143943,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,7,United-States,1,3,3,9,3,0,1,False,0,True,0,0,0,0,0
358,17,Private,242718,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,1,12,1,4,1,0,1,False,0,True,0,0,0,0,0
359,26,Private,274724,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,40,Nicaragua,1,6,1,10,4,0,17,False,0,False,1,0,0,0,0
360,21,Private,156807,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,1,0,1,10,1,1,1,False,0,True,0,0,0,0,0
361,29,Local-gov,179681,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,37,United-States,5,0,1,11,1,0,1,False,0,True,1,0,0,0,0
362,55,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,1,0,1,4,2,0,1,False,0,True,1,0,0,0,0
363,36,Local-gov,403681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,5,3,0,3,0,0,1,False,0,True,1,0,1,0,0
364,44,Self-emp-not-inc,179557,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,0,0,0,5,0,0,1,False,0,True,3,8,1,0,0
365,34,Private,405386,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,28,United-States,1,6,1,0,2,1,1,False,0,True,0,0,0,0,0
366,30,Private,225053,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0,0,5,0,0,1,False,0,True,3,8,1,0,0
367,24,Private,373628,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,1504,40,United-States,1,3,1,4,1,0,1,False,0,True,1,0,0,0,0
368,46,Private,59767,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,1,6,2,4,2,0,1,False,0,True,3,0,0,0,0
369,26,Private,290286,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,0,2,1,1,False,0,True,1,0,0,0,0
370,47,Private,398652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,0,0,4,0,0,1,False,0,True,3,0,1,0,0
371,27,Private,137645,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,1590,40,United-States,1,3,1,4,2,1,1,False,0,True,1,0,0,0,0
372,64,Self-emp-inc,195366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2,3,0,3,0,0,1,False,0,True,1,0,1,0,0
373,33,Private,251990,HS-grad,9,Separated,Adm-clerical,Not-in-family,Other,Male,0,0,37,United-States,1,0,4,6,2,3,1,False,0,True,1,0,0,0,0
374,39,Private,56648,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,47,United-States,1,0,4,4,2,0,1,False,0,True,3,0,0,0,0
375,25,Private,192149,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,3,1,6,1,0,1,False,0,True,1,0,0,0,0
376,52,Private,175622,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,1,11,2,10,3,0,1,False,0,True,1,0,0,0,0
377,36,Private,107302,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1,0,0,9,0,0,1,False,0,True,3,0,1,0,0
378,48,Private,199763,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,1,0,0,3,5,0,1,False,0,True,0,0,1,0,0
379,43,Private,265072,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,2258,50,United-States,1,3,1,3,2,4,1,False,0,True,3,6,0,0,0
380,56,Private,176118,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
381,34,Local-gov,231826,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,5,0,0,3,0,0,10,False,0,False,1,0,1,0,0
382,36,Private,219745,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,0,4,0,2,0,1,False,0,True,1,0,0,0,0
383,52,Private,203635,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,65,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,1
384,31,Self-emp-inc,41493,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,2,3,1,2,2,0,1,False,0,True,3,0,0,0,0
385,23,Self-emp-not-inc,72143,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,3,1,5,2,0,1,False,0,True,1,0,0,0,0
386,46,Private,318259,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,55,United-States,1,6,4,9,3,0,1,False,0,True,3,0,0,0,0
387,29,State-gov,118520,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,4,0,0,8,0,0,1,False,0,True,1,0,1,0,0
388,26,Private,226288,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,3,1,6,2,0,1,False,0,True,1,0,0,0,0
389,32,Private,231263,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1,6,0,7,0,0,1,False,0,True,3,0,1,0,0
390,41,Self-emp-inc,93227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan,2,3,0,5,0,4,18,False,0,False,3,8,1,0,1
391,21,Private,438139,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1,0,1,4,2,0,1,False,0,True,3,0,0,0,0
392,27,Private,104329,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,12,0,4,0,0,1,False,0,True,1,0,1,0,0
393,18,Private,83451,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,1,0,1,10,1,0,1,False,0,True,0,0,0,0,0
394,59,Local-gov,130532,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Poland,5,6,3,10,2,0,4,False,0,False,1,0,0,0,0
395,37,State-gov,224700,Assoc-voc,11,Divorced,Protective-serv,Unmarried,Black,Male,0,0,40,United-States,4,11,2,8,3,1,1,False,0,True,1,0,0,0,0
396,54,Federal-gov,160636,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,3,0,1,6,3,0,2,False,0,False,1,0,0,0,0
397,58,Private,27385,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,0,0,5,0,0,1,False,0,True,3,8,1,0,0
398,41,Private,174575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,1,0,0,11,0,0,1,False,0,True,3,0,1,0,0
399,26,Private,193945,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,1,5,1,5,2,0,1,True,0,True,3,8,0,0,0
400,20,Private,227778,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,56,United-States,1,6,1,4,2,0,1,False,0,True,3,0,0,0,0
401,24,Private,205865,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,45,United-States,1,0,1,4,3,0,1,False,0,True,3,0,0,0,0
402,55,Private,255364,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,6,0,3,0,0,1,False,0,True,1,0,1,0,0
403,40,Private,353432,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,1,9,2,7,2,0,1,False,0,True,1,0,0,0,0
404,63,Private,100099,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,13,0,11,0,0,1,False,0,True,1,0,1,0,0
405,55,Self-emp-not-inc,147098,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,13,0,0,0,0,1,False,0,True,3,3,1,0,0
406,21,Private,149809,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,1,0,1,2,1,0,1,False,0,True,0,0,0,0,0
407,30,Private,100135,Bachelors,13,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,1,3,1,4,4,0,1,False,0,True,1,0,0,0,0
408,23,Private,179413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
409,39,Self-emp-not-inc,29874,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,0,0,0,2,0,0,1,False,0,True,3,0,1,0,0
410,42,Private,200574,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,6,0,4,0,0,1,False,0,True,1,0,1,0,0
411,40,State-gov,377018,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,4,3,0,3,0,0,1,False,0,True,3,6,1,0,0
412,37,Private,365465,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,70,Philippines,1,0,4,0,3,0,14,False,0,False,3,3,0,0,0
413,64,Private,43738,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,1,7,3,3,2,0,1,True,0,True,2,0,0,0,0
414,36,Self-emp-not-inc,127740,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,0,0,0,5,0,0,1,False,0,True,2,0,1,0,0
415,30,Private,177596,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,36,United-States,1,6,1,10,3,0,1,False,0,True,1,0,0,0,0
416,33,Private,100228,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,1,6,1,7,2,1,1,False,0,True,1,0,0,0,0
417,59,Private,200316,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
418,61,Self-emp-not-inc,268797,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,17,United-States,0,0,0,10,5,1,1,False,0,True,0,0,1,0,0
419,64,Private,181530,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,4,0,3,0,0,1,True,0,True,1,0,1,0,0
420,24,Private,228686,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,1,6,1,10,2,0,1,False,0,True,3,13,0,0,0
421,25,Private,177625,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,1,0,1,7,2,0,1,False,0,True,1,0,0,0,0
422,59,Private,272087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0,11,0,0,1,False,0,True,1,0,1,0,0
423,35,Private,122353,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,0,0,5,0,0,1,False,0,True,1,0,1,0,0
424,58,Self-emp-not-inc,98361,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,0,0,0,1,False,0,True,1,0,1,0,0
425,35,Private,342642,Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1,5,5,8,2,0,1,True,0,True,1,0,0,0,0
426,49,Private,32184,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States,1,0,2,4,2,0,1,False,0,True,1,0,0,0,0
427,44,State-gov,128586,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,4,3,1,2,2,0,1,False,0,True,1,0,0,0,0
428,36,Self-emp-not-inc,184435,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0,12,1,11,2,1,1,False,0,True,1,0,0,0,0
429,45,Local-gov,168191,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,5,0,0,11,0,0,1,False,0,True,1,0,1,0,0
430,42,Private,255847,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,48,United-States,1,0,0,7,0,0,1,False,0,True,3,0,1,0,0
431,36,Self-emp-not-inc,219155,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,6,0,4,0,0,1,False,0,True,3,0,1,0,0
432,30,Private,328734,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,9,1,7,3,0,1,False,0,True,1,0,0,0,0
433,53,Private,403121,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,1,0,2,6,2,0,1,False,0,True,0,0,0,0,0
434,38,Private,223433,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,1,0,1,7,2,0,1,False,0,True,1,0,0,0,0
435,21,Private,92898,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,0,1,6,1,0,1,False,0,True,1,0,0,0,0
436,42,Private,322385,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2407,0,40,United-States,1,11,0,7,0,0,1,False,0,True,1,0,1,0,0
437,33,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,1,3,0,3,0,0,1,False,0,True,3,6,1,0,0
438,24,Private,201680,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,1,6,1,7,1,0,1,False,0,True,1,0,0,0,0
439,24,Private,36058,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1,3,1,4,2,0,1,False,0,True,3,0,0,0,0
440,32,State-gov,111363,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,4,4,0,3,0,0,1,True,0,True,2,0,1,0,0
441,21,Private,237651,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,1,6,1,10,1,0,1,False,0,True,1,0,0,0,0
442,36,Private,157184,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,1,0,0,0,0,3,1,False,0,True,1,0,1,0,0
443,44,Private,174325,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1,6,0,0,0,1,1,False,0,True,1,0,1,0,0
444,25,Private,197036,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,9,1,0,1,0,1,False,0,True,1,0,0,0,0
445,23,Private,65038,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,1,0,1,4,1,0,1,False,0,True,1,0,0,0,0
446,41,Private,219591,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,1,0,1,6,1,0,1,False,0,True,1,0,0,0,0
447,31,Private,373903,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,3,0,6,0,0,1,False,0,True,1,0,1,0,0
448,24,Private,211345,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,1,6,1,10,1,0,2,False,0,False,1,0,0,0,0
449,19,Private,188669,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
450,18,Private,113814,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,1,0,1,2,1,0,1,False,0,True,1,0,0,0,0
451,46,Private,116635,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,36,United-States,1,3,4,3,3,1,1,False,0,True,1,0,0,0,0
452,35,Private,152909,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
453,28,Private,183523,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,1,1,1,6,1,0,1,False,0,True,1,0,0,0,0
454,18,Private,183034,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,1,6,1,4,1,1,1,False,0,True,1,0,0,0,0
455,53,Private,329222,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1740,40,Laos,1,3,0,0,0,4,19,False,0,False,1,0,1,0,0
456,38,Private,87556,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,6,0,0,0,0,1,False,0,True,1,0,1,0,0
457,47,Self-emp-not-inc,62143,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,0,5,0,5,5,0,1,True,0,True,1,0,1,0,1
458,52,Private,145409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,Canada,1,6,0,11,0,0,8,False,0,False,3,0,1,0,1
459,39,Private,163205,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1,3,4,3,2,0,1,False,0,True,3,6,0,0,0
460,34,Private,27565,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,0,0,27,United-States,1,11,0,0,5,2,1,False,0,True,0,0,1,0,0
461,31,Self-emp-not-inc,197193,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,27,United-States,0,0,1,10,2,0,1,False,0,True,0,0,0,0,0
462,31,Private,208881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,6,0,0,0,0,1,False,0,True,1,0,1,0,0
463,45,Private,168556,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,1,6,2,7,2,0,1,False,0,True,1,0,0,0,0
464,55,Local-gov,254949,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,5,0,0,1,0,0,1,False,0,True,1,0,1,0,0
465,31,Private,329874,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,6,1,6,2,0,1,False,0,True,1,0,0,0,0
466,38,Private,283122,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,7,0,0,1,False,0,True,1,0,1,0,0
467,51,Private,302146,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,1,12,1,10,2,1,1,False,0,True,1,0,0,0,0
468,41,Private,247081,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,6,0,6,0,0,1,False,0,True,1,0,1,0,0
469,33,Private,34848,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,6,0,10,0,0,1,False,0,True,1,0,1,0,0
470,28,Self-emp-not-inc,39388,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,11,0,2,0,0,1,False,0,True,3,0,1,0,0
471,61,Private,280088,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,8,2,7,3,0,1,False,0,True,1,0,0,0,0
472,62,Private,136314,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,6,0,6,5,0,1,False,0,True,1,0,1,0,0
473,49,Self-emp-inc,34998,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,2,6,0,2,0,0,1,False,0,True,3,0,1,0,0
474,48,Private,207848,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,9,0,6,5,0,1,False,0,True,1,0,1,0,0
475,53,Private,242859,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,Cuba,1,6,4,6,1,0,20,False,0,False,1,0,0,0,0
476,29,Local-gov,181434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,5,3,0,3,0,0,1,False,0,True,1,0,1,0,1
477,43,Private,167151,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,60,United-States,1,3,2,3,3,1,1,False,0,True,3,6,0,0,0
478,40,Self-emp-inc,99185,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,2,3,0,3,0,0,1,False,0,True,3,6,1,0,0
479,37,Private,97925,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,0,2,6,2,0,1,False,0,True,1,0,0,0,0
480,32,Private,294121,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,11,2,6,2,0,1,False,0,True,1,0,0,0,0
481,34,Private,199539,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,11,0,0,0,0,1,False,0,True,3,3,1,0,0
482,48,Private,285335,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,12,0,5,0,0,1,False,0,True,3,8,1,0,0
483,27,Self-emp-inc,120126,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,2,13,1,0,1,0,1,False,0,True,1,0,0,0,0
484,32,Private,321313,Masters,14,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,1,5,1,4,1,1,1,True,0,True,1,0,0,0,0
485,61,Self-emp-not-inc,96073,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,England,0,4,0,3,0,0,21,True,0,False,3,6,1,0,0
486,38,Local-gov,189614,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,5,6,0,6,5,0,1,False,0,True,1,0,1,0,0
487,28,Private,115549,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,1,6,1,7,1,0,1,False,0,True,3,0,0,0,0
